date,campaign_name,channel,impressions,clicks,cost,conversions,revenue
2026-04-08,Meta Ads - Retargeting,Meta,21129,506,492.44,28,1724.94
2026-04-08,Meta - Lookalike 1%,Meta,52956,543,1062.12,9,1280.4
2026-04-08,Bing Search - Brand,Bing,6396,368,358.49,13,723.62
2026-04-08,Bing Search - NonBrand,Bing,17843,268,452.86,4,478.48
2026-04-08,Google Search - Competitors,Google Search,24896,297,1255.16,2,624.81
2026-04-08,Meta Ads - Video Stories,Meta,46299,723,912.12,11,1040.19
2026-04-09,Google Search - Brand,Google Search,25556,2107,2539.74,99,6376.09
2026-04-09,Google Search - NonBrand,Google Search,67803,1338,3243.42,24,3959.01
2026-04-09,Google - Performance Max,Performance Max,144689,2200,3482.25,50,5849.74
2026-04-09,YouTube - Brand Awareness,YouTube,374380,1072,789.1,1,301.16
2026-04-09,YouTube - Prospecting,YouTube,116646,665,795.59,3,608.74
2026-04-09,Meta Ads - Prospecting,Meta,85686,1002,1880.98,23,376.2
2026-04-09,Meta Ads - Retargeting,Meta,23033,580,531.09,33,1749.72
2026-04-09,Meta - Lookalike 1%,Meta,56921,595,1178.51,11,1415.15
2026-04-09,Bing Search - Brand,Bing,6450,395,381.68,15,800.91
2026-04-09,Bing Search - NonBrand,Bing,17346,271,445.22,3,484.38
2026-04-09,Google Search - Competitors,Google Search,27149,328,1539.14,2,761.86
2026-04-09,Meta Ads - Video Stories,Meta,45177,675,957.25,11,1076.94
2026-04-10,Google Search - Brand,Google Search,25432,1982,2444.24,94,6379.86
2026-04-10,Google Search - NonBrand,Google Search,63774,1276,2965.46,26,4143.98
2026-04-10,Google - Performance Max,Performance Max,142787,2055,3363.25,48,6127.6
2026-04-10,YouTube - Brand Awareness,YouTube,349269,1035,792.97,1,333.63
2026-04-10,YouTube - Prospecting,YouTube,101792,620,702.84,2,596.42
2026-04-10,Meta Ads - Prospecting,Meta,92240,1115,2158.35,29,3532.34
2026-04-10,Meta Ads - Retargeting,Meta,20739,535,572.41,30,1704.4
2026-04-10,Meta - Lookalike 1%,Meta,59365,619,1358.91,11,1634.91
2026-04-10,Bing Search - Brand,Bing,6576,392,374.32,16,759.41
2026-04-10,Bing Search - NonBrand,Bing,16985,267,486.54,4,474.82
2026-04-10,Google Search - Competitors,Google Search,25038,307,1444.62,2,731.84
2026-04-10,Meta Ads - Video Stories,Meta,53059,820,1035.99,13,1097.85
2026-04-11,Google Search - Brand,Google Search,17788,1416,1666.11,75,4567.16
2026-04-11,Google Search - NonBrand,Google Search,46631,953,2308.72,19,2918.99
2026-04-11,Google - Performance Max,Performance Max,88912,1333,2007.65,28,3836.68
2026-04-11,YouTube - Brand Awareness,YouTube,234567,730,555.08,0,223.2
2026-04-11,YouTube - Prospecting,YouTube,76239,479,478.59,2,358.68
2026-04-11,Meta Ads - Prospecting,Meta,57067,672,1135.38,16,1777.61
2026-04-11,Meta Ads - Retargeting,Meta,13294,340,322.22,20,1065.08
2026-04-11,Meta - Lookalike 1%,Meta,41065,407,860.33,6,1100.64
2026-04-11,Bing Search - Brand,Bing,5163,317,305.67,13,607.36
2026-04-11,Bing Search - NonBrand,Bing,10676,160,307.92,2,282.94
2026-04-11,Google Search - Competitors,Google Search,18249,214,877.18,1,468.83
2026-04-11,Meta Ads - Video Stories,Meta,33443,526,768.26,7,816.04
2026-04-12,Google Search - Brand,Google Search,20649,1619,1822.52,80,4252.53
2026-04-12,Google Search - NonBrand,Google Search,44817,869,2007.06,17,2749.07
2026-04-12,Google - Performance Max,Performance Max,89705,1299,1766.24,30,3222.43
2026-04-12,YouTube - Brand Awareness,YouTube,215451,659,488.58,0,185.71
2026-04-12,YouTube - Prospecting,YouTube,70272,440,503.28,2,363.52
2026-04-12,Meta Ads - Prospecting,Meta,57207,712,1352.55,16,2156.77
2026-04-12,Meta Ads - Retargeting,Meta,15395,379,347.8,22,1027.37
2026-04-12,Meta - Lookalike 1%,Meta,34320,346,695.52,6,897.54
2026-04-12,Bing Search - Brand,Bing,4636,276,236.4,10,481.9
2026-04-12,Bing Search - NonBrand,Bing,12157,177,320.66,2,344.23
2026-04-12,Google Search - Competitors,Google Search,17333,198,969.76,1,444.08
2026-04-12,Meta Ads - Video Stories,Meta,32136,495,748.36,7,762.1
2026-04-13,Google Search - Brand,Google Search,28544,2267,2882.16,116,6641.71
2026-04-13,Google Search - NonBrand,Google Search,70064,1463,3313.12,29,4384.86
2026-04-13,Google - Performance Max,Performance Max,154161,2424,3506.94,54,6318.63
2026-04-13,YouTube - Brand Awareness,YouTube,356026,1038,765.7,1,285.1
2026-04-13,YouTube - Prospecting,YouTube,110639,696,758.36,3,599.98
2026-04-13,Meta Ads - Prospecting,Meta,89116,1066,2066.92,26,3472.32
2026-04-13,Meta Ads - Retargeting,Meta,20151,517,551.71,32,1614.44
2026-04-13,Meta - Lookalike 1%,Meta,61555,640,1190.07,10,1303.74
2026-04-13,Bing Search - Brand,Bing,6707,395,377.08,14,883.2
2026-04-13,Bing Search - NonBrand,Bing,18323,267,510.91,3,489.74
2026-04-13,Google Search - Competitors,Google Search,27753,338,1418.3,2,729.61
2026-04-13,Meta Ads - Video Stories,Meta,54456,853,1230.56,12,1351.0
2026-04-14,Google Search - Brand,Google Search,30522,2387,3009.89,119,7480.23
2026-04-14,Google Search - NonBrand,Google Search,67053,1289,2973.99,24,3728.02
2026-04-14,Google - Performance Max,Performance Max,153198,2193,3429.63,45,6294.86
2026-04-14,YouTube - Brand Awareness,YouTube,336727,994,789.93,0,328.44
2026-04-14,YouTube - Prospecting,YouTube,114822,666,768.14,3,590.37
2026-04-14,Meta Ads - Prospecting,Meta,87884,1072,2065.78,24,3306.37
2026-04-14,Meta Ads - Retargeting,Meta,21120,532,483.61,28,1702.23
2026-04-14,Meta - Lookalike 1%,Meta,58256,559,1062.54,9,1178.62
2026-04-14,Bing Search - Brand,Bing,7228,414,362.9,17,831.03
2026-04-14,Bing Search - NonBrand,Bing,18212,274,531.9,4,497.07
2026-04-14,Google Search - Competitors,Google Search,26395,309,1440.59,2,695.87
2026-04-14,Meta Ads - Video Stories,Meta,47605,727,931.08,10,969.99
2026-04-15,Google Search - Brand,Google Search,30291,2322,2988.57,107,6787.68
2026-04-15,Google Search - NonBrand,Google Search,75192,1511,3442.96,28,4066.89
2026-04-15,Google - Performance Max,Performance Max,144135,2118,2968.26,44,5272.76
2026-04-15,YouTube - Brand Awareness,YouTube,395949,1176,997.58,1,423.78
2026-04-15,YouTube - Prospecting,YouTube,109431,683,757.62,3,628.32
2026-04-15,Meta Ads - Prospecting,Meta,88216,1081,1769.73,25,2830.36
2026-04-15,Meta Ads - Retargeting,Meta,20567,518,516.51,30,1492.91
2026-04-15,Meta - Lookalike 1%,Meta,62334,652,1270.51,11,1463.72
2026-04-15,Bing Search - Brand,Bing,7468,467,409.19,17,930.77
2026-04-15,Bing Search - NonBrand,Bing,17238,264,449.05,3,416.42
2026-04-15,Google Search - Competitors,Google Search,26565,311,1270.47,2,690.39
2026-04-15,Meta Ads - Video Stories,Meta,47393,733,1069.81,10,1253.57
2026-04-16,Google Search - Brand,Google Search,29681,2277,2635.66,115,6652.32
2026-04-16,Google Search - NonBrand,Google Search,74854,1493,3820.95,32,4993.76
2026-04-16,Google - Performance Max,Performance Max,140877,2197,3579.1,51,6468.78
2026-04-16,YouTube - Brand Awareness,YouTube,394247,1176,861.84,1,347.48
2026-04-16,YouTube - Prospecting,YouTube,109468,649,731.2,3,582.16
2026-04-16,Meta Ads - Prospecting,Meta,80996,931,1636.6,21,2690.99
2026-04-16,Meta Ads - Retargeting,Meta,20488,529,502.9,30,1668.26
2026-04-16,Meta - Lookalike 1%,Meta,58670,593,1204.62,9,1572.74
2026-04-16,Bing Search - Brand,Bing,7670,443,408.91,17,944.99
2026-04-16,Bing Search - NonBrand,Bing,16860,263,431.31,3,465.23
2026-04-16,Google Search - Competitors,Google Search,27839,331,1424.68,2,649.76
2026-04-16,Meta Ads - Video Stories,Meta,50692,731,940.81,11,1061.91
2026-04-17,Google Search - Brand,Google Search,26806,2114,2629.54,114,6205.42
2026-04-17,Google Search - NonBrand,Google Search,69747,1460,3290.12,28,4026.05
2026-04-17,Google - Performance Max,Performance Max,130950,1954,2759.66,42,4603.1
2026-04-17,YouTube - Brand Awareness,YouTube,394869,1195,930.67,1,400.57
2026-04-17,YouTube - Prospecting,YouTube,124984,742,738.02,3,630.9
2026-04-17,Meta Ads - Prospecting,Meta,78827,971,1731.78,25,2949.27
2026-04-17,Meta Ads - Retargeting,Meta,23269,606,567.32,39,1849.23
2026-04-17,Meta - Lookalike 1%,Meta,56734,592,1176.13,11,1302.61
2026-04-17,Bing Search - Brand,Bing,6958,420,389.49,17,781.7
2026-04-17,Bing Search - NonBrand,Bing,15756,241,469.32,3,480.95
2026-04-17,Google Search - Competitors,Google Search,28295,335,1656.22,2,884.85
2026-04-17,Meta Ads - Video Stories,Meta,50918,757,955.19,10,1000.35
2026-04-18,Google Search - Brand,Google Search,20941,1685,1833.92,80,4536.79
2026-04-18,Google Search - NonBrand,Google Search,51106,973,2272.81,20,3080.99
2026-04-18,Google - Performance Max,Performance Max,103271,1474,2010.63,30,3497.23
2026-04-18,YouTube - Brand Awareness,YouTube,245314,719,539.51,0,232.96
2026-04-18,YouTube - Prospecting,YouTube,75755,464,540.3,2,473.29
2026-04-18,Meta Ads - Prospecting,Meta,57245,716,1215.79,16,1933.12
2026-04-18,Meta Ads - Retargeting,Meta,14533,362,351.73,22,1037.28
2026-04-18,Meta - Lookalike 1%,Meta,35309,345,717.11,6,847.28
2026-04-18,Bing Search - Brand,Bing,4751,292,272.25,12,633.79
2026-04-18,Bing Search - NonBrand,Bing,10982,168,288.86,2,275.4
2026-04-18,Google Search - Competitors,Google Search,17477,209,1030.03,1,530.3
2026-04-18,Meta Ads - Video Stories,Meta,31566,451,674.5,6,766.91
2026-04-19,Google Search - Brand,Google Search,21251,1684,1889.67,83,4992.68
2026-04-19,Google Search - NonBrand,Google Search,53170,1022,2475.15,22,3272.97
2026-04-19,Google - Performance Max,Performance Max,88615,1326,1938.15,26,3232.89
2026-04-19,YouTube - Brand Awareness,YouTube,246591,774,673.3,0,248.22
2026-04-19,YouTube - Prospecting,YouTube,81324,492,521.09,2,454.85
2026-04-19,Meta Ads - Prospecting,Meta,59518,716,1232.93,17,1815.31
2026-04-19,Meta Ads - Retargeting,Meta,14114,351,334.51,22,1041.45
2026-04-19,Meta - Lookalike 1%,Meta,41910,432,819.3,8,1057.6
2026-04-19,Bing Search - Brand,Bing,4845,278,271.47,11,550.51
2026-04-19,Bing Search - NonBrand,Bing,11370,177,342.92,2,338.28
2026-04-19,Google Search - Competitors,Google Search,17208,199,823.62,1,450.97
2026-04-19,Meta Ads - Video Stories,Meta,31723,477,629.25,7,674.72
2026-04-20,Google Search - Brand,Google Search,27124,2159,2518.94,110,6004.82
2026-04-20,Google Search - NonBrand,Google Search,72432,1505,3505.86,29,4198.67
2026-04-20,Google - Performance Max,Performance Max,158701,2291,3114.57,53,5610.32
2026-04-20,YouTube - Brand Awareness,YouTube,331678,1016,773.28,1,290.48
2026-04-20,YouTube - Prospecting,YouTube,122425,731,784.94,3,580.03
2026-04-20,Meta Ads - Prospecting,Meta,94413,1178,2088.67,28,3150.05
2026-04-20,Meta Ads - Retargeting,Meta,20179,505,500.52,27,1724.97
2026-04-20,Meta - Lookalike 1%,Meta,58491,558,1067.93,9,1231.2
2026-04-20,Bing Search - Brand,Bing,8034,484,418.81,19,933.08
2026-04-20,Bing Search - NonBrand,Bing,18639,282,493.76,4,532.79
2026-04-20,Google Search - Competitors,Google Search,23985,278,1312.06,2,609.65
2026-04-20,Meta Ads - Video Stories,Meta,54476,831,1134.37,11,1243.91
2026-04-21,Google Search - Brand,Google Search,30973,2395,2814.59,118,6943.75
2026-04-21,Google Search - NonBrand,Google Search,79996,1604,3849.65,35,5172.25
2026-04-21,Google - Performance Max,Performance Max,154731,2368,3698.38,50,7062.86
2026-04-21,YouTube - Brand Awareness,YouTube,380121,1152,916.28,1,375.75
2026-04-21,YouTube - Prospecting,YouTube,121249,756,789.88,3,653.68
2026-04-21,Meta Ads - Prospecting,Meta,86004,1050,1934.25,25,3095.63
2026-04-21,Meta Ads - Retargeting,Meta,21752,531,555.8,32,1784.78
2026-04-21,Meta - Lookalike 1%,Meta,56654,549,1118.39,10,1437.69
2026-04-21,Bing Search - Brand,Bing,8057,475,417.28,17,986.36
2026-04-21,Bing Search - NonBrand,Bing,16149,246,414.17,3,405.82
2026-04-21,Google Search - Competitors,Google Search,24300,281,1273.4,2,593.27
2026-04-21,Meta Ads - Video Stories,Meta,50021,698,973.11,9,1160.99
2026-04-22,Google Search - Brand,Google Search,28811,2203,2796.22,116,6349.08
2026-04-22,Google Search - NonBrand,Google Search,73055,1406,3180.61,28,4081.32
2026-04-22,Google - Performance Max,Performance Max,141029,2185,3287.62,52,5590.68
2026-04-22,YouTube - Brand Awareness,YouTube,348236,1074,872.85,0,360.12
2026-04-22,YouTube - Prospecting,YouTube,113151,663,717.67,3,608.5
2026-04-22,Meta Ads - Prospecting,Meta,97141,1210,2090.25,30,3585.63
2026-04-22,Meta Ads - Retargeting,Meta,23691,589,555.54,37,1618.22
2026-04-22,Meta - Lookalike 1%,Meta,60965,606,1293.85,10,1450.3
2026-04-22,Bing Search - Brand,Bing,6803,412,366.97,17,829.79
2026-04-22,Bing Search - NonBrand,Bing,16128,248,410.14,3,394.52
2026-04-22,Google Search - Competitors,Google Search,25576,304,1491.08,2,780.64
2026-04-22,Meta Ads - Video Stories,Meta,53321,809,1218.29,11,1297.29
2026-04-23,Google Search - Brand,Google Search,29542,2417,2717.46,110,6546.0
2026-04-23,Google Search - NonBrand,Google Search,71941,1415,3344.79,30,4677.54
2026-04-23,Google - Performance Max,Performance Max,148739,2222,3509.01,51,6015.57
2026-04-23,YouTube - Brand Awareness,YouTube,356323,1042,871.45,1,317.28
2026-04-23,YouTube - Prospecting,YouTube,118111,718,768.45,3,662.75
2026-04-23,Meta Ads - Prospecting,Meta,82234,1020,1731.1,23,2587.02
2026-04-23,Meta Ads - Retargeting,Meta,20423,515,524.2,28,1518.93
2026-04-23,Meta - Lookalike 1%,Meta,65002,649,1232.2,11,1525.8
2026-04-23,Bing Search - Brand,Bing,6744,416,349.34,18,807.38
2026-04-23,Bing Search - NonBrand,Bing,16162,253,490.15,3,535.41
2026-04-23,Google Search - Competitors,Google Search,26893,315,1280.62,2,634.14
2026-04-23,Meta Ads - Video Stories,Meta,47289,697,969.62,10,1142.52
2026-04-24,Google Search - Brand,Google Search,28056,2308,2868.44,116,7116.67
2026-04-24,Google Search - NonBrand,Google Search,73116,1416,3720.82,30,4702.1
2026-04-24,Google - Performance Max,Performance Max,142215,2118,3297.28,7,5620.0
2026-04-24,YouTube - Brand Awareness,YouTube,374490,1068,922.82,0,377.04
2026-04-24,YouTube - Prospecting,YouTube,124580,753,755.53,3,626.95
2026-04-24,Meta Ads - Prospecting,Meta,89829,1131,1871.7,29,2891.71
2026-04-24,Meta Ads - Retargeting,Meta,24480,640,689.6,40,2417.68
2026-04-24,Meta - Lookalike 1%,Meta,57693,548,1093.3,10,1274.0
2026-04-24,Bing Search - Brand,Bing,7024,410,358.08,17,732.22
2026-04-24,Bing Search - NonBrand,Bing,19034,278,478.21,4,482.05
2026-04-24,Google Search - Competitors,Google Search,25798,310,1339.85,2,621.86
2026-04-24,Meta Ads - Video Stories,Meta,52310,736,967.27,11,1093.33
2026-04-25,Google Search - Brand,Google Search,19517,1492,1901.76,78,4598.42
2026-04-25,Google Search - NonBrand,Google Search,53759,1029,2560.37,20,3489.78
2026-04-25,Google - Performance Max,Performance Max,94921,1380,2230.77,31,4280.56
2026-04-25,YouTube - Brand Awareness,YouTube,239343,716,518.09,0,227.88
2026-04-25,YouTube - Prospecting,YouTube,87103,539,538.14,2,393.18
2026-04-25,Meta Ads - Prospecting,Meta,61732,714,1340.72,16,2012.63
2026-04-25,Meta Ads - Retargeting,Meta,15528,373,402.9,20,1203.52
2026-04-25,Meta - Lookalike 1%,Meta,40628,399,724.52,6,835.85
2026-04-25,Bing Search - Brand,Bing,4833,277,233.25,11,486.18
2026-04-25,Bing Search - NonBrand,Bing,11218,163,288.87,2,294.96
2026-04-25,Google Search - Competitors,Google Search,19089,219,1021.23,1,463.9
2026-04-25,Meta Ads - Video Stories,Meta,34454,488,642.72,8,685.91
2026-04-26,Google Search - Brand,Google Search,19987,1667,1944.61,80,5325.35
2026-04-26,Google Search - NonBrand,Google Search,45936,874,2349.46,16,3127.78
2026-04-26,Google - Performance Max,Performance Max,108802,1626,2201.58,38,3996.59
2026-04-26,YouTube - Brand Awareness,YouTube,240976,700,613.93,0,269.53
2026-04-26,YouTube - Prospecting,YouTube,87195,548,631.62,2,459.28
2026-04-26,Meta Ads - Prospecting,Meta,54735,656,1289.15,15,2003.84
2026-04-26,Meta Ads - Retargeting,Meta,15809,377,343.54,22,1031.52
2026-04-26,Meta - Lookalike 1%,Meta,41134,430,802.96,7,1013.29
2026-04-26,Bing Search - Brand,Bing,5235,306,286.97,12,595.58
2026-04-26,Bing Search - NonBrand,Bing,13093,200,394.7,2,388.58
2026-04-26,Google Search - Competitors,Google Search,19468,225,969.5,1,468.68
2026-04-26,Meta Ads - Video Stories,Meta,38500,575,817.05,8,810.19
2026-04-27,Google Search - Brand,Google Search,31919,2527,2739.17,127,7057.51
2026-04-27,Google Search - NonBrand,Google Search,75396,1519,4016.1,32,4736.31
2026-04-27,Google - Performance Max,Performance Max,137331,2125,3485.32,44,6548.46
2026-04-27,YouTube - Brand Awareness,YouTube,367935,1069,862.73,1,374.63
2026-04-27,YouTube - Prospecting,YouTube,130845,759,796.91,3,602.02
2026-04-27,Meta Ads - Prospecting,Meta,84579,1018,1850.47,24,3194.68
2026-04-27,Meta Ads - Retargeting,Meta,22126,567,574.54,35,1990.66
2026-04-27,Meta - Lookalike 1%,Meta,66354,656,1411.4,11,1624.85
2026-04-27,Bing Search - Brand,Bing,7384,442,427.35,17,995.27
2026-04-27,Bing Search - NonBrand,Bing,17082,247,434.36,3,448.41
2026-04-27,Google Search - Competitors,Google Search,27908,329,1501.21,2,689.85
2026-04-27,Meta Ads - Video Stories,Meta,48925,686,1020.56,9,1205.13
2026-04-28,Google Search - Brand,Google Search,28799,2235,2882.98,109,6613.43
2026-04-28,Google Search - NonBrand,Google Search,72586,1494,3701.8,29,4584.58
2026-04-28,Google - Performance Max,Performance Max,162108,2458,3678.96,56,7076.64
2026-04-28,YouTube - Brand Awareness,YouTube,376934,1142,834.49,1,307.54
2026-04-28,YouTube - Prospecting,YouTube,133086,785,828.11,4,682.29
2026-04-28,Meta Ads - Prospecting,Meta,94465,1153,2077.7,27,3213.56
2026-04-28,Meta Ads - Retargeting,Meta,21140,506,496.43,27,1628.74
2026-04-28,Meta - Lookalike 1%,Meta,66599,668,1315.9,11,1666.93
2026-04-28,Bing Search - Brand,Bing,7434,450,433.96,19,997.48
2026-04-28,Bing Search - NonBrand,Bing,19555,304,556.06,4,610.06
2026-04-28,Google Search - Competitors,Google Search,27883,349,1674.97,2,853.36
2026-04-28,Meta Ads - Video Stories,Meta,54591,757,1079.33,10,1103.93
2026-04-29,Google Search - Brand,Google Search,33535,2636,3170.48,133,7718.79
2026-04-29,Google Search - NonBrand,Google Search,74348,1541,3615.92,28,4921.03
2026-04-29,Google - Performance Max,Performance Max,168153,2479,3707.64,56,6925.96
2026-04-29,YouTube - Brand Awareness,YouTube,405125,1177,933.0,1,383.29
2026-04-29,YouTube - Prospecting,YouTube,110555,695,731.23,3,533.73
2026-04-29,Meta Ads - Prospecting,Meta,91292,1131,1894.82,29,2882.8
2026-04-29,Meta Ads - Retargeting,Meta,22426,578,565.34,34,1815.49
2026-04-29,Meta - Lookalike 1%,Meta,57700,575,1256.05,9,1384.65
2026-04-29,Bing Search - Brand,Bing,8014,469,394.85,17,923.64
2026-04-29,Bing Search - NonBrand,Bing,16897,250,433.51,3,460.71
2026-04-29,Google Search - Competitors,Google Search,26214,323,1395.72,2,727.86
2026-04-29,Meta Ads - Video Stories,Meta,49219,685,894.19,10,1009.1
2026-04-30,Google Search - Brand,Google Search,30758,2343,2918.39,116,6803.76
2026-04-30,Google Search - NonBrand,Google Search,73477,1512,3777.91,29,5050.36
2026-04-30,Google - Performance Max,Performance Max,151428,2300,3733.09,50,6317.34
2026-04-30,YouTube - Brand Awareness,YouTube,385588,1207,1004.24,1,419.24
2026-04-30,YouTube - Prospecting,YouTube,124771,735,746.66,4,554.39
2026-04-30,Meta Ads - Prospecting,Meta,93615,1101,1920.75,28,3121.1
2026-04-30,Meta Ads - Retargeting,Meta,23482,576,631.58,31,2114.67
2026-04-30,Meta - Lookalike 1%,Meta,57560,594,1195.22,10,1528.88
2026-04-30,Bing Search - Brand,Bing,7182,419,359.37,16,794.36
2026-04-30,Bing Search - NonBrand,Bing,17064,255,434.29,3,412.63
2026-04-30,Google Search - Competitors,Google Search,30467,354,1670.32,2,773.63
2026-04-30,Meta Ads - Video Stories,Meta,55518,807,1209.2,13,1247.2
2026-05-01,Google Search - Brand,Google Search,31584,2501,2864.8,132,7240.41
2026-05-01,Google Search - NonBrand,Google Search,74944,1505,3763.58,29,4834.21
2026-05-01,Google - Performance Max,Performance Max,143774,2173,3327.86,48,6088.33
2026-05-01,YouTube - Brand Awareness,YouTube,416533,1208,1034.32,1,390.31
2026-05-01,YouTube - Prospecting,YouTube,123603,775,892.04,4,756.2
2026-05-01,Meta Ads - Prospecting,Meta,101800,1179,2225.96,30,3782.29
2026-05-01,Meta Ads - Retargeting,Meta,25346,640,698.75,37,2374.31
2026-05-01,Meta - Lookalike 1%,Meta,62912,653,1392.17,11,1531.67
2026-05-01,Bing Search - Brand,Bing,7514,469,384.94,18,768.42
2026-05-01,Bing Search - NonBrand,Bing,17061,251,414.32,4,408.23
2026-05-01,Google Search - Competitors,Google Search,26204,309,1324.65,2,692.68
2026-05-01,Meta Ads - Video Stories,Meta,56819,776,1038.1,11,1065.89
2026-05-02,Google Search - Brand,Google Search,18979,1587,1866.71,78,4667.79
2026-05-02,Google Search - NonBrand,Google Search,53904,1054,2772.73,21,3764.21
2026-05-02,Google - Performance Max,Performance Max,104512,1610,2427.1,33,4042.77
2026-05-02,YouTube - Brand Awareness,YouTube,259822,789,689.52,0,260.99
2026-05-02,YouTube - Prospecting,YouTube,81092,482,481.74,2,350.57
2026-05-02,Meta Ads - Prospecting,Meta,64844,764,1295.9,19,1889.61
2026-05-02,Meta Ads - Retargeting,Meta,15623,402,386.01,26,1251.22
2026-05-02,Meta - Lookalike 1%,Meta,43768,437,922.19,8,1101.87
2026-05-02,Bing Search - Brand,Bing,4702,281,269.1,10,583.35
2026-05-02,Bing Search - NonBrand,Bing,11277,171,292.05,2,268.54
2026-05-02,Google Search - Competitors,Google Search,19788,246,1053.12,1,522.43
2026-05-02,Meta Ads - Video Stories,Meta,36913,488,662.22,6,791.96
2026-05-03,Google Search - Brand,Google Search,22099,1693,1850.97,89,4891.71
2026-05-03,Google Search - NonBrand,Google Search,52516,1024,2641.22,22,3621.67
2026-05-03,Google - Performance Max,Performance Max,113599,1789,2871.56,38,5069.49
2026-05-03,YouTube - Brand Awareness,YouTube,241567,718,543.64,0,217.26
2026-05-03,YouTube - Prospecting,YouTube,80511,471,561.51,2,439.25
2026-05-03,Meta Ads - Prospecting,Meta,60203,702,1140.19,16,1888.82
2026-05-03,Meta Ads - Retargeting,Meta,14673,360,333.58,21,1037.42
2026-05-03,Meta - Lookalike 1%,Meta,39552,402,749.97,7,912.01
2026-05-03,Bing Search - Brand,Bing,4970,306,302.59,12,706.27
2026-05-03,Bing Search - NonBrand,Bing,12106,190,325.58,2,303.21
2026-05-03,Google Search - Competitors,Google Search,18589,223,1065.9,1,555.26
2026-05-03,Meta Ads - Video Stories,Meta,34725,476,675.15,6,679.73
2026-05-04,Google Search - Brand,Google Search,32386,2591,3419.72,124,8110.33
2026-05-04,Google Search - NonBrand,Google Search,83038,1654,4358.93,33,5252.0
2026-05-04,Google - Performance Max,Performance Max,145870,2274,3189.06,48,6075.92
2026-05-04,YouTube - Brand Awareness,YouTube,372387,1119,915.86,1,345.98
2026-05-04,YouTube - Prospecting,YouTube,114042,651,721.14,3,568.01
2026-05-04,Meta Ads - Prospecting,Meta,85345,1060,1728.11,25,2986.12
2026-05-04,Meta Ads - Retargeting,Meta,22061,538,557.38,34,1611.84
2026-05-04,Meta - Lookalike 1%,Meta,68316,698,1468.78,13,1666.12
2026-05-04,Bing Search - Brand,Bing,8055,491,430.71,20,872.14
2026-05-04,Bing Search - NonBrand,Bing,18322,283,538.34,3,583.49
2026-05-04,Google Search - Competitors,Google Search,27157,321,1356.96,2,684.62
2026-05-04,Meta Ads - Video Stories,Meta,49656,703,896.15,11,1081.44
2026-05-05,Google Search - Brand,Google Search,29831,2359,3102.12,127,7988.45
2026-05-05,Google Search - NonBrand,Google Search,81051,1696,4480.15,33,5958.95
2026-05-05,Google - Performance Max,Performance Max,149191,2332,3283.11,46,5670.63
2026-05-05,YouTube - Brand Awareness,YouTube,354246,1106,962.0,1,397.57
2026-05-05,YouTube - Prospecting,YouTube,136892,828,938.34,4,688.84
2026-05-05,Meta Ads - Prospecting,Meta,94938,1158,2188.96,31,3177.98
2026-05-05,Meta Ads - Retargeting,Meta,21840,530,486.59,34,1421.22
2026-05-05,Meta - Lookalike 1%,Meta,64689,666,1245.01,13,1385.54
2026-05-05,Bing Search - Brand,Bing,7166,410,388.14,16,785.45
2026-05-05,Bing Search - NonBrand,Bing,19146,274,459.78,4,427.67
2026-05-05,Google Search - Competitors,Google Search,29352,337,1419.31,2,701.36
2026-05-05,Meta Ads - Video Stories,Meta,56134,795,1111.38,12,1298.43
2026-05-06,Google Search - Brand,Google Search,30493,2498,2878.18,134,6525.64
2026-05-06,Google Search - NonBrand,Google Search,83104,1650,3787.7,29,4640.19
2026-05-06,Google - Performance Max,Performance Max,153918,2222,3347.89,49,6006.21
2026-05-06,YouTube - Brand Awareness,YouTube,400645,1202,1025.17,1,397.98
2026-05-06,YouTube - Prospecting,YouTube,116396,670,750.06,3,637.99
2026-05-06,Meta Ads - Prospecting,Meta,98528,1175,2062.43,31,3615.84
2026-05-06,Meta Ads - Retargeting,Meta,23284,556,564.63,34,1690.04
2026-05-06,Meta - Lookalike 1%,Meta,58986,565,1140.29,11,1342.61
2026-05-06,Bing Search - Brand,Bing,8340,509,493.17,18,1170.14
2026-05-06,Bing Search - NonBrand,Bing,17728,258,433.95,3,464.26
2026-05-06,Google Search - Competitors,Google Search,30271,356,1671.62,3,838.67
2026-05-06,Meta Ads - Video Stories,Meta,60017,832,1240.43,12,1234.41
2026-05-07,Google Search - Brand,Google Search,29315,2253,2744.27,105,7541.68
2026-05-07,Google Search - NonBrand,Google Search,76609,1552,4084.09,33,5714.63
2026-05-07,Google - Performance Max,Performance Max,159443,2510,3940.57,50,6919.88
2026-05-07,YouTube - Brand Awareness,YouTube,393494,1175,949.33,1,410.78
2026-05-07,YouTube - Prospecting,YouTube,137874,808,829.18,3,644.04
2026-05-07,Meta Ads - Prospecting,Meta,89139,1087,2083.98,26,3148.97
2026-05-07,Meta Ads - Retargeting,Meta,23287,565,520.98,37,1677.99
2026-05-07,Meta - Lookalike 1%,Meta,65419,649,1202.82,12,1486.61
2026-05-07,Bing Search - Brand,Bing,8640,512,505.7,18,1070.54
2026-05-07,Bing Search - NonBrand,Bing,18413,272,443.62,4,411.06
2026-05-07,Google Search - Competitors,Google Search,27378,332,1400.78,2,729.71
2026-05-07,Meta Ads - Video Stories,Meta,58502,790,1144.47,10,1363.91
