date,campaign_name,channel,impressions,clicks,cost,conversions,revenue,search_query,keyword,match_type,installs,impression_share,lost_is_budget,lost_is_rank,avg_position,top_impression_share,absolute_top_impression_share,device,country,campaign_budget,monthly_budget,target_cpa,target_roas,target_cpi,conversion_value,estimated_ltv,margin
2026-02-04,Google Search - Brand,Google Search,700,37,70.95,1,96.21,forecastiq,forecastiq,exact,1,0.7,0.02,0.28,3.13,0.77,0.49,Desktop,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-04,Google Search - Brand,Google Search,611,17,25.89,1,97.92,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,2.32,0.77,0.49,Desktop,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-04,Google Search - Brand,Google Search,538,39,45.95,6,655.56,forecastiq software reviews,forecastiq,broad,7,0.7,0.02,0.28,1.37,0.77,0.49,Mobile,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-04,Google Search - Brand,Google Search,482,12,20.06,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,3.49,0.77,0.49,Mobile,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-04,Google Search - NonBrand,Google Search,10664,172,219.68,4,248.93,,,,4,0.583,0.076,0.173,1.7,0.641,0.408,Mobile,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-04,Google Search - NonBrand,Google Search,1255,59,67.69,10,566.62,paid ads forecasting tool,forecasting tool,phrase,10,0.583,0.076,0.173,2.64,0.641,0.408,Mobile,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-04,Google Search - NonBrand,Google Search,869,63,118.09,13,854.77,marketing forecasting software,forecasting tool,exact,15,0.583,0.076,0.173,3.27,0.641,0.408,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-04,Google Search - NonBrand,Google Search,1215,51,87.44,14,778.7,ppc budget optimization planner,budget optimization,broad,16,0.583,0.076,0.173,3.25,0.641,0.408,Desktop,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-04,Google Search - NonBrand,Google Search,932,18,18.43,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.583,0.076,0.173,3.11,0.641,0.408,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-04,Google Search - Competitors,Google Search,4970,70,128.89,2,79.39,,,,2,0.727,0.223,0.167,1.28,0.8,0.509,Tablet,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-04,Google Search - Competitors,Google Search,713,44,34.24,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.727,0.223,0.167,1.89,0.8,0.509,Desktop,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-04,Google Search - Competitors,Google Search,491,18,49.15,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.727,0.223,0.167,3.52,0.8,0.509,Tablet,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-04,Google Search - Competitors,Google Search,725,50,27.39,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.727,0.223,0.167,2.78,0.8,0.509,Desktop,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-04,Meta Ads - Prospecting,Meta,3040,160,331.21,10,748.79,,,,12,0.576,0.077,0.141,1.49,0.634,0.403,Tablet,Germany,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-02-04,Meta Ads - Retargeting,Meta,1368,19,31.0,1,108.27,,,,1,0.4,0.55,0.05,2.51,0.44,0.28,Tablet,United States,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-02-04,YouTube - Brand Awareness,YouTube,3040,80,230.74,0,0.0,,,,0,0.814,0.228,0.161,1.37,0.895,0.57,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-04,YouTube - Brand Awareness,YouTube,374,15,19.84,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.814,0.228,0.161,3.72,0.895,0.57,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-04,YouTube - Brand Awareness,YouTube,367,18,17.38,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.814,0.228,0.161,1.24,0.895,0.57,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-04,YouTube - Brand Awareness,YouTube,245,12,30.62,0,0.0,marketing jobs salary definition,jobs,broad,0,0.814,0.228,0.161,2.46,0.895,0.57,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-04,YouTube - Brand Awareness,YouTube,365,27,11.95,0,0.0,how to reset google ads password,support,broad,0,0.814,0.228,0.161,3.56,0.895,0.57,Mobile,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-05,Google Search - Brand,Google Search,5900,118,287.66,9,932.06,,,,10,0.7,0.02,0.28,2.72,0.77,0.49,Desktop,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-05,Google Search - Brand,Google Search,864,49,49.07,2,215.11,forecastiq,forecastiq,exact,2,0.7,0.02,0.28,3.09,0.77,0.49,Tablet,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-05,Google Search - Brand,Google Search,683,15,28.57,1,107.52,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,1.81,0.77,0.49,Tablet,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-05,Google Search - Brand,Google Search,656,36,67.42,5,519.82,forecastiq software reviews,forecastiq,broad,5,0.7,0.02,0.28,2.08,0.77,0.49,Tablet,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-05,Google Search - Brand,Google Search,729,32,25.74,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,3.25,0.77,0.49,Desktop,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-05,Google Search - NonBrand,Google Search,3432,132,263.79,7,408.55,,,,8,0.653,0.195,0.125,2.33,0.718,0.457,Mobile,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-05,Google Search - NonBrand,Google Search,497,12,18.29,1,61.79,paid ads forecasting tool,forecasting tool,phrase,1,0.653,0.195,0.125,1.72,0.718,0.457,Mobile,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-05,Google Search - NonBrand,Google Search,355,8,11.42,1,62.99,marketing forecasting software,forecasting tool,exact,1,0.653,0.195,0.125,3.15,0.718,0.457,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-05,Google Search - NonBrand,Google Search,328,9,10.58,2,114.23,ppc budget optimization planner,budget optimization,broad,2,0.653,0.195,0.125,1.59,0.718,0.457,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-05,Google Search - NonBrand,Google Search,454,20,18.69,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.653,0.195,0.125,3.54,0.718,0.457,Tablet,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-05,Google Search - Competitors,Google Search,1288,56,151.0,2,84.89,,,,2,0.565,0.137,0.139,1.16,0.621,0.395,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-05,Google Search - Competitors,Google Search,187,14,36.99,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.565,0.137,0.139,2.14,0.621,0.395,Desktop,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-05,Google Search - Competitors,Google Search,146,5,47.89,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.565,0.137,0.139,2.67,0.621,0.395,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-05,Google Search - Competitors,Google Search,174,8,25.67,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.565,0.137,0.139,2.76,0.621,0.395,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-05,Meta Ads - Prospecting,Meta,3749,163,201.07,6,480.28,,,,7,0.629,0.098,0.163,1.73,0.692,0.44,Mobile,Germany,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-02-05,Meta Ads - Retargeting,Meta,945,21,39.34,1,115.67,,,,1,0.4,0.55,0.05,1.23,0.44,0.28,Tablet,Germany,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-02-05,YouTube - Brand Awareness,YouTube,3132,58,163.25,0,0.0,,,,0,0.562,0.25,0.184,2.8,0.619,0.394,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-05,YouTube - Brand Awareness,YouTube,334,6,22.6,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.562,0.25,0.184,1.45,0.619,0.394,Mobile,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-05,YouTube - Brand Awareness,YouTube,393,10,15.32,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.562,0.25,0.184,3.14,0.619,0.394,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-05,YouTube - Brand Awareness,YouTube,359,7,30.98,0,0.0,marketing jobs salary definition,jobs,broad,0,0.562,0.25,0.184,1.96,0.619,0.394,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-05,YouTube - Brand Awareness,YouTube,336,19,11.71,0,0.0,how to reset google ads password,support,broad,0,0.562,0.25,0.184,2.46,0.619,0.394,Mobile,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-06,Google Search - Brand,Google Search,1428,51,70.89,2,198.96,,,,2,0.7,0.02,0.28,2.64,0.77,0.49,Mobile,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-06,Google Search - Brand,Google Search,167,6,7.27,0,0.0,forecastiq,forecastiq,exact,0,0.7,0.02,0.28,3.34,0.77,0.49,Tablet,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-06,Google Search - Brand,Google Search,196,6,10.11,0,0.0,forecastiq pricing,forecastiq,phrase,0,0.7,0.02,0.28,2.62,0.77,0.49,Desktop,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-06,Google Search - Brand,Google Search,160,5,9.76,0,0.0,forecastiq software reviews,forecastiq,broad,0,0.7,0.02,0.28,2.12,0.77,0.49,Desktop,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-06,Google Search - Brand,Google Search,133,9,15.33,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,1.98,0.77,0.49,Mobile,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-06,Google Search - NonBrand,Google Search,9821,161,368.03,7,447.76,,,,8,0.706,0.074,0.115,1.84,0.777,0.494,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-06,Google Search - NonBrand,Google Search,1175,39,63.54,5,302.07,paid ads forecasting tool,forecasting tool,phrase,5,0.706,0.074,0.115,1.63,0.777,0.494,Tablet,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-06,Google Search - NonBrand,Google Search,840,46,69.64,9,532.18,marketing forecasting software,forecasting tool,exact,10,0.706,0.074,0.115,2.85,0.777,0.494,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-06,Google Search - NonBrand,Google Search,1390,29,40.04,8,507.22,ppc budget optimization planner,budget optimization,broad,8,0.706,0.074,0.115,1.88,0.777,0.494,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-06,Google Search - NonBrand,Google Search,1049,59,19.63,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.706,0.074,0.115,2.04,0.777,0.494,Desktop,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-06,Google Search - Competitors,Google Search,3648,76,210.59,4,149.36,,,,4,0.735,0.089,0.057,3.06,0.809,0.515,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-06,Google Search - Competitors,Google Search,357,14,35.82,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.735,0.089,0.057,3.35,0.809,0.515,Mobile,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-06,Google Search - Competitors,Google Search,400,27,44.74,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.735,0.089,0.057,3.65,0.809,0.515,Mobile,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-06,Google Search - Competitors,Google Search,500,34,24.19,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.735,0.089,0.057,1.21,0.809,0.515,Tablet,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-06,Meta Ads - Prospecting,Meta,2425,97,111.15,3,254.3,,,,3,0.584,0.22,0.087,2.85,0.643,0.409,Desktop,United Kingdom,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-02-06,Meta Ads - Retargeting,Meta,374,17,45.85,1,123.78,,,,1,0.4,0.55,0.05,1.96,0.44,0.28,Mobile,United States,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-02-06,YouTube - Brand Awareness,YouTube,1272,106,293.23,0,0.0,,,,0,0.841,0.141,0.086,1.28,0.925,0.589,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-06,YouTube - Brand Awareness,YouTube,164,5,21.73,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.841,0.141,0.086,1.54,0.925,0.589,Desktop,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-06,YouTube - Brand Awareness,YouTube,165,3,14.48,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.841,0.141,0.086,3.05,0.925,0.589,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-06,YouTube - Brand Awareness,YouTube,127,5,31.96,0,0.0,marketing jobs salary definition,jobs,broad,0,0.841,0.141,0.086,2.19,0.925,0.589,Tablet,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-06,YouTube - Brand Awareness,YouTube,107,8,12.15,0,0.0,how to reset google ads password,support,broad,0,0.841,0.141,0.086,1.88,0.925,0.589,Desktop,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-07,Google Search - Brand,Google Search,2573,83,222.13,7,682.4,,,,8,0.7,0.02,0.28,2.91,0.77,0.49,Tablet,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-07,Google Search - Brand,Google Search,283,19,29.98,0,0.0,forecastiq,forecastiq,exact,0,0.7,0.02,0.28,1.77,0.77,0.49,Desktop,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-07,Google Search - Brand,Google Search,278,14,17.21,1,104.47,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,2.35,0.77,0.49,Desktop,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-07,Google Search - Brand,Google Search,367,12,21.37,1,101.57,forecastiq software reviews,forecastiq,broad,1,0.7,0.02,0.28,2.14,0.77,0.49,Mobile,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-07,Google Search - Brand,Google Search,237,7,12.64,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,1.64,0.77,0.49,Desktop,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-07,Google Search - NonBrand,Google Search,5928,76,89.12,1,65.61,,,,1,0.755,0.211,0.09,1.14,0.831,0.529,Mobile,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-07,Google Search - NonBrand,Google Search,814,40,47.53,5,322.59,paid ads forecasting tool,forecasting tool,phrase,5,0.755,0.211,0.09,1.35,0.831,0.529,Desktop,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-07,Google Search - NonBrand,Google Search,583,14,25.98,2,125.78,marketing forecasting software,forecasting tool,exact,2,0.755,0.211,0.09,1.64,0.831,0.529,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-07,Google Search - NonBrand,Google Search,699,33,27.6,7,412.68,ppc budget optimization planner,budget optimization,broad,7,0.755,0.211,0.09,3.04,0.831,0.529,Tablet,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-07,Google Search - NonBrand,Google Search,587,13,17.5,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.755,0.211,0.09,1.67,0.831,0.529,Mobile,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-07,Google Search - Competitors,Google Search,868,28,54.46,1,43.2,,,,1,0.74,0.062,0.14,3.14,0.814,0.518,Tablet,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-07,Google Search - Competitors,Google Search,113,8,34.2,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.74,0.062,0.14,2.6,0.814,0.518,Desktop,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-07,Google Search - Competitors,Google Search,84,2,49.26,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.74,0.062,0.14,2.97,0.814,0.518,Tablet,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-07,Google Search - Competitors,Google Search,115,8,23.6,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.74,0.062,0.14,2.58,0.814,0.518,Desktop,United Kingdom,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-07,Meta Ads - Prospecting,Meta,2256,47,65.21,1,85.11,,,,1,0.808,0.206,0.188,1.64,0.889,0.566,Desktop,Germany,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-02-07,Meta Ads - Retargeting,Meta,896,16,38.03,1,124.37,,,,1,0.4,0.55,0.05,2.94,0.44,0.28,Tablet,United States,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-02-07,YouTube - Brand Awareness,YouTube,1833,47,64.09,0,0.0,,,,0,0.885,0.206,0.117,2.94,0.973,0.619,Tablet,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-07,YouTube - Brand Awareness,YouTube,250,17,23.41,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.885,0.206,0.117,3.13,0.973,0.619,Desktop,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-07,YouTube - Brand Awareness,YouTube,269,15,15.79,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.885,0.206,0.117,1.54,0.973,0.619,Mobile,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-07,YouTube - Brand Awareness,YouTube,239,16,30.28,0,0.0,marketing jobs salary definition,jobs,broad,0,0.885,0.206,0.117,3.29,0.973,0.619,Tablet,Canada,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-07,YouTube - Brand Awareness,YouTube,175,9,13.05,0,0.0,how to reset google ads password,support,broad,0,0.885,0.206,0.117,1.9,0.973,0.619,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-08,Google Search - Brand,Google Search,3172,61,76.35,2,212.35,,,,2,0.7,0.02,0.28,2.11,0.77,0.49,Mobile,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-08,Google Search - Brand,Google Search,364,24,24.5,1,108.17,forecastiq,forecastiq,exact,1,0.7,0.02,0.28,3.4,0.77,0.49,Tablet,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-08,Google Search - Brand,Google Search,460,18,33.06,1,99.31,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,2.36,0.77,0.49,Desktop,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-08,Google Search - Brand,Google Search,467,24,38.73,3,326.7,forecastiq software reviews,forecastiq,broad,3,0.7,0.02,0.28,3.25,0.77,0.49,Mobile,Canada,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-08,Google Search - Brand,Google Search,404,15,22.4,0,0.0,forecastiq login portal,forecastiq,phrase,0,0.7,0.02,0.28,1.74,0.77,0.49,Mobile,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-08,Google Search - NonBrand,Google Search,1600,80,86.67,1,64.78,,,,1,0.847,0.148,0.077,1.59,0.932,0.593,Desktop,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-08,Google Search - NonBrand,Google Search,175,10,19.7,1,57.46,paid ads forecasting tool,forecasting tool,phrase,1,0.847,0.148,0.077,2.28,0.932,0.593,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-08,Google Search - NonBrand,Google Search,135,5,6.69,0,0.0,marketing forecasting software,forecasting tool,exact,0,0.847,0.148,0.077,2.97,0.932,0.593,Tablet,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-08,Google Search - NonBrand,Google Search,179,7,11.85,1,57.02,ppc budget optimization planner,budget optimization,broad,1,0.847,0.148,0.077,3.24,0.932,0.593,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-08,Google Search - NonBrand,Google Search,228,15,17.99,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.847,0.148,0.077,1.72,0.932,0.593,Mobile,United States,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-08,Google Search - Competitors,Google Search,704,22,57.01,1,37.59,,,,1,0.826,0.161,0.061,1.21,0.909,0.578,Desktop,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-08,Google Search - Competitors,Google Search,101,3,35.95,0,0.0,semrush forecasting tool alternative,semrush,phrase,0,0.826,0.161,0.061,3.71,0.909,0.578,Tablet,Germany,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-08,Google Search - Competitors,Google Search,91,5,47.13,0,0.0,ahrefs traffic forecaster,ahrefs,broad,0,0.826,0.161,0.061,2.58,0.909,0.578,Tablet,United States,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-08,Google Search - Competitors,Google Search,98,5,27.39,0,0.0,spyfu competitor ads budget planner,competitor template,broad,0,0.826,0.161,0.061,2.7,0.909,0.578,Mobile,Canada,100.0,3040.0,50.0,0.8,20.0,40.0,100.0,0.2
2026-02-08,Meta Ads - Prospecting,Meta,1133,103,190.89,5,423.51,,,,6,0.751,0.164,0.079,2.53,0.826,0.526,Mobile,United States,200.0,6080.0,35.0,1.8,12.0,80.0,200.0,0.4
2026-02-08,Meta Ads - Retargeting,Meta,384,16,26.68,1,109.19,,,,1,0.4,0.55,0.05,2.0,0.44,0.28,Mobile,United States,50.0,1520.0,25.0,3.5,8.0,120.0,400.0,0.6
2026-02-08,YouTube - Brand Awareness,YouTube,2044,73,150.9,0,0.0,,,,0,0.782,0.124,0.055,2.55,0.86,0.547,Tablet,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-08,YouTube - Brand Awareness,YouTube,215,5,20.65,0,0.0,free advertising tutorial youtube,marketing tutorial,broad,0,0.782,0.124,0.055,1.99,0.86,0.547,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-08,YouTube - Brand Awareness,YouTube,283,19,16.13,0,0.0,cheap keyword planner software download,keyword planner,broad,0,0.782,0.124,0.055,3.11,0.86,0.547,Tablet,Germany,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-08,YouTube - Brand Awareness,YouTube,197,14,32.48,0,0.0,marketing jobs salary definition,jobs,broad,0,0.782,0.124,0.055,2.07,0.86,0.547,Tablet,United States,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-08,YouTube - Brand Awareness,YouTube,229,12,11.6,0,0.0,how to reset google ads password,support,broad,0,0.782,0.124,0.055,2.68,0.86,0.547,Desktop,United Kingdom,150.0,4560.0,60.0,0.5,25.0,30.0,80.0,0.15
2026-02-09,Google Search - Brand,Google Search,6960,87,159.56,5,479.91,,,,5,0.7,0.02,0.28,1.43,0.77,0.49,Mobile,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-09,Google Search - Brand,Google Search,774,48,74.13,2,194.87,forecastiq,forecastiq,exact,2,0.7,0.02,0.28,2.92,0.77,0.49,Mobile,United Kingdom,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-09,Google Search - Brand,Google Search,585,14,21.48,1,98.67,forecastiq pricing,forecastiq,phrase,1,0.7,0.02,0.28,2.42,0.77,0.49,Desktop,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-09,Google Search - Brand,Google Search,822,63,98.0,9,869.3,forecastiq software reviews,forecastiq,broad,10,0.7,0.02,0.28,3.77,0.77,0.49,Mobile,United States,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-09,Google Search - Brand,Google Search,939,62,78.49,1,105.4,forecastiq login portal,forecastiq,phrase,1,0.7,0.02,0.28,3.0,0.77,0.49,Tablet,Germany,150.0,4560.0,30.0,2.5,10.0,100.0,300.0,0.5
2026-02-09,Google Search - NonBrand,Google Search,9805,265,490.22,10,651.35,,,,12,0.815,0.121,0.18,2.0,0.896,0.57,Mobile,Germany,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-09,Google Search - NonBrand,Google Search,1317,38,46.75,5,289.09,paid ads forecasting tool,forecasting tool,phrase,5,0.815,0.121,0.18,2.56,0.896,0.57,Tablet,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-09,Google Search - NonBrand,Google Search,1202,84,124.72,15,857.69,marketing forecasting software,forecasting tool,exact,17,0.815,0.121,0.18,2.47,0.896,0.57,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-09,Google Search - NonBrand,Google Search,796,57,110.36,16,934.86,ppc budget optimization planner,budget optimization,broad,18,0.815,0.121,0.18,3.2,0.896,0.57,Desktop,United Kingdom,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
2026-02-09,Google Search - NonBrand,Google Search,791,23,19.4,0,0.0,ads forecasting template excel,forecasting tool,broad,0,0.815,0.121,0.18,1.36,0.896,0.57,Tablet,Canada,300.0,9120.0,40.0,1.5,15.0,60.0,150.0,0.35
